# Saving: 0.02 s

time,angle,angleD,angleDD,angle_cos,angle_sin,position,positionD,positionDD,Q,Q_applied,u,target_position,target_equilibrium,L,Q_update_time,D_angle_sin,D_angle_cos,D_angleD,D_position,D_positionD,Q_applied_-1
22.54,-0.017954301,0.038084168,37.53153,0.9998388,-0.017953336,0.09063527,-0.036279105,10.061601,-0.06440954,0.90522677,2.371694,0.072789244,1.0,0.1975,0.016680917,0.34357437,0.0049892706,31.711195,0.045722313,8.512971,0.3872388
22.56,-0.011082574,0.6722621,2.4044197,0.9999386,-0.011082347,0.09154965,0.13396797,0.75170904,-0.19231653,0.319054,0.83592147,0.07059086,1.0,0.1975,0.01653025,0.6929451,0.0028758582,2.2452376,0.14016643,0.64960873,0.90522677
22.58,0.0027768768,0.71716785,-44.84541,0.9999961,0.0027768733,0.09435304,0.14696044,-11.826144,-0.28345907,-0.8692018,-2.2773085,0.06839154,1.0,0.1975,0.017144958,0.35320362,-0.0022261825,-37.68113,0.050669495,-9.988664,0.319054
22.6,0.009841267,-0.03647199,-20.27352,0.9999516,0.009841108,0.095366456,-0.052817397,-5.436029,-0.20626128,-0.6209264,-1.626827,0.06619828,1.0,0.1975,0.016676124,-0.20151113,0.0015765068,-17.132668,-0.09711796,-4.5990977,-0.8692018
22.62,0.0058108256,-0.3791332,31.164219,0.99998313,0.005810793,0.09342405,-0.14480145,8.144196,-0.1120232,0.517386,1.3555514,0.064018086,1.0,0.1975,0.017193958,-0.12570946,0.0005722461,26.282495,-0.07848302,6.882026,-0.6209264
22.64,0.003296792,0.14647862,28.950624,0.9999946,0.003296786,0.091854505,-0.007170899,7.593496,-0.1892071,0.7158369,1.8754926,0.06185796,1.0,0.1975,0.016612085,0.3829012,-0.0027298303,24.602283,0.05472438,6.426233,0.517386
22.66,0.010955204,0.63853556,-26.01186,0.99994,0.010954985,0.09294902,0.1213567,-6.9483852,-0.3108186,-0.449148,-1.1767677,0.05972491,1.0,0.1975,0.016573416,0.4281613,-0.006523579,-21.710918,0.064806275,-5.8641047,0.7158369
22.68,0.019519646,0.20430724,-21.369123,0.9998095,0.019518407,0.09424517,0.0040719314,-5.816814,-0.30954334,-0.5562549,-1.4573878,0.05762592,1.0,0.1975,0.016239708,0.031153983,-0.0006168939,-17.906738,-0.043304764,-4.916127,-0.449148
22.7,0.020142863,-0.15383574,7.916161,0.99979717,0.020141501,0.09337906,-0.09425287,1.8851453,-0.2475393,0.0045882314,0.012021166,0.055568006,1.0,0.1975,0.016203124,-0.088981934,0.0017107773,6.760436,-0.0789137,1.5917221,-0.5562549
22.72,0.018363023,-0.01863683,-5.3241377,0.9998314,0.018361991,0.0918009,-0.062420733,-1.5826923,-0.26444116,-0.2702266,-0.7079936,0.053558163,1.0,0.1975,0.017021624,-0.06148963,0.0010937202,-4.4122133,-0.075318806,-1.3391476,0.0045882314
22.74,0.017133009,-0.106883116,11.321996,0.99985325,0.01713217,0.09029449,-0.0892043,2.8122501,-0.27739242,0.10361469,0.27147046,0.051603395,1.0,0.1975,0.01721371,-0.014264741,0.00024139328,9.646559,-0.06629822,2.3767526,-0.2702266
22.76,0.016847666,0.08605247,-51.404156,0.9998581,0.01684687,0.08896849,-0.041668158,-13.702389,-0.3303386,-1.3966739,-3.6592855,0.049710702,1.0,0.1975,0.016638417,-0.3322713,0.0044940873,-43.416,-0.15331827,-11.58934,0.10361469
22.78,0.010201468,-0.7822874,24.317322,0.99994797,0.010201291,0.08590206,-0.27346027,6.2924323,-0.17543074,0.10404283,0.2725922,0.047887083,1.0,0.1975,0.016642958,-0.5854361,0.0025453027,20.345118,-0.22228555,5.307429,-1.3966739
22.8,-0.0015065838,-0.37541455,-1.8013713,0.99999887,-0.0015065832,0.08145667,-0.16731939,-0.46504426,-0.14517762,-0.3490779,-0.9145841,0.046139546,1.0,0.1975,0.01653425,-0.39094839,-0.0021188967,-1.6867579,-0.17114784,-0.4011256,0.10404283
22.82,-0.009325865,-0.40915048,-5.6908975,0.9999565,-0.00932573,0.07803363,-0.17534208,-1.4131322,-0.08192231,-0.45289767,-1.1865919,0.044475082,1.0,0.1975,0.016544707,-0.4566727,-0.006344769,-5.0398865,-0.18689987,-1.2037657,-0.3490779
22.84,-0.018460441,-0.5099505,11.029903,0.9998296,-0.018459393,0.07429555,-0.19941795,3.0787332,-0.0031275898,-0.062914774,-0.1648367,0.0429007,1.0,0.1975,0.018003417,-0.42161116,-0.009560366,9.029433,-0.1743843,2.5935564,-0.45289767
22.86,-0.026895052,-0.3293577,5.681978,0.9996384,-0.026891809,0.070807785,-0.14754564,1.755906,0.03962238,-0.09344119,-0.2448159,0.0414234,1.0,0.1975,0.016259791,-0.28450224,-0.008464473,4.5249553,-0.13328415,1.4785184,-0.062914774
22.88,-0.032587208,-0.23886517,48.569477,0.9994691,-0.03258144,0.068142295,-0.11797741,13.113073,0.082582474,1.053419,2.7599576,0.04005018,1.0,0.1975,0.016623626,0.15546966,0.0048248856,40.86182,-0.011143951,11.087787,-0.09344119
22.9,-0.029476244,0.57838994,-12.003084,0.9995656,-0.029471977,0.06791941,0.10378339,-2.8645213,-0.062174335,-0.07901621,-0.20702246,0.038788043,1.0,0.1975,0.016081916,0.48067996,0.011861053,-10.105957,0.08050094,-2.411661,1.053419
22.92,-0.019859463,0.37626618,-9.068489,0.9998028,-0.019858157,0.06952947,0.05554907,-2.188184,-0.070042096,-0.104177475,-0.272945,0.03764399,1.0,0.1975,0.016132083,0.30246705,0.0050901202,-7.644687,0.03775905,-1.8433887,-0.07901621
22.94,-0.013809117,0.22336894,-33.424374,0.99990463,-0.013808678,0.070284665,0.018680453,-8.663865,-0.04246887,-0.7950732,-2.0830917,0.036625028,1.0,0.1975,0.016175957,-0.04908132,-0.00070040533,-28.306555,-0.051901527,-7.324927,-0.104177475
22.96,-0.014790772,-0.3427211,-22.091747,0.9998906,-0.014790233,0.06924671,-0.12780747,-5.678009,0.076725945,-0.7748284,-2.0300503,0.035738148,1.0,0.1975,0.016284334,-0.523908,-0.010496138,-18.935831,-0.17411087,-4.8097816,-0.7950732
22.98,-0.025271323,-0.7214464,49.12202,0.9996807,-0.025268633,0.06576441,-0.2240053,13.177062,0.23780021,0.86436164,2.2646275,0.03499036,1.0,0.1975,0.016921584,-0.32326043,-0.009217647,41.166473,-0.11671067,11.13059,-0.7748284
23.0,-0.031739317,0.10190194,-16.5666,0.99949634,-0.03173399,0.063430145,-0.0013884048,-4.051786,0.16572787,-0.38417262,-1.0065322,0.034388658,1.0,0.1975,0.016559875,-0.03393066,-0.0010877599,-14.175846,-0.034395937,-3.4255302,0.86436164
23.02,-0.032418296,-0.18162148,10.498543,0.9994746,-0.03241262,0.06274221,-0.06990058,3.0815609,0.23724885,0.17676114,0.46311414,0.033940047,1.0,0.1975,0.01642725,-0.097400144,-0.003254339,8.633155,-0.04480863,2.60285,-0.38417262
23.04,-0.03436743,-0.008954429,5.9287634,0.9994095,-0.034360666,0.061846018,-0.01784239,1.8993105,0.26883644,0.15845892,0.41516235,0.033651527,1.0,0.1975,0.015967168,0.038252935,0.0012994754,4.8218417,-0.0023659172,1.6065663,0.17676114
23.06,-0.033601984,0.08747542,-4.1594453,0.9994355,-0.033595663,0.061798703,0.014286606,-0.7649063,0.28992614,-0.039276063,-0.102903284,0.0335301,1.0,0.1975,0.016381709,0.052658193,0.0017433959,-3.6816347,0.008062648,-0.6453712,0.15845892
23.08,-0.032548223,0.013841039,-0.4955641,0.99947035,-0.032542475,0.06195996,0.0013788866,0.18904464,0.31745535,0.028631628,0.07501486,0.03348155,1.0,0.1975,0.01701175,0.008793533,0.00028609575,-0.6014235,0.0029209333,0.16010408,-0.039276063
23.1,-0.032372255,0.0018122933,14.712103,0.9994761,-0.0323666,0.06201838,0.0045810416,4.1939273,0.35898107,0.419339,1.0986681,0.03330102,1.0,0.1975,0.016499417,0.1206742,0.003760967,12.278497,0.03875815,3.5477836,0.028631628
23.12,-0.029957542,0.24738786,9.63874,0.9995513,-0.02995306,0.06279356,0.07553834,2.8369133,0.3344617,0.4175743,1.0940446,0.03298763,1.0,0.1975,0.016610334,0.32547072,0.008693968,8.095353,0.09869307,2.4052172,0.419339
23.14,-0.023446266,0.4092832,-40.047604,0.99972516,-0.023444118,0.06476728,0.123639196,-10.312762,0.2911265,-0.7601241,-1.991525,0.0325471,1.0,0.1975,0.01603121,0.0828914,0.0018745231,-33.897404,0.03964214,-8.715642,0.4175743
23.16,-0.021787975,-0.2686804,33.915688,0.99976265,-0.021786252,0.06556014,-0.050677627,9.143115,0.4237721,0.79159933,2.07399,0.03198513,1.0,0.1975,0.016346835,0.006535686,0.00014304787,28.495857,0.0237981,7.7285147,-0.7601241
23.18,-0.021657228,0.30124983,6.696323,0.9997655,-0.021655535,0.06603611,0.10389619,1.9806535,0.338636,0.38488004,1.0083857,0.03130743,1.0,0.1975,0.016048,0.35574675,0.0064371545,5.670842,0.12006857,1.6816927,0.79159933
23.2,-0.01454095,0.41466928,-26.382553,0.99989426,-0.014540438,0.06843754,0.13753082,-6.7994504,0.2936439,-0.39930403,-1.0461766,0.030519707,1.0,0.1975,0.016198626,0.20001239,0.0025095374,-22.268381,0.08217356,-5.743861,0.38488004
23.22,-0.010540675,-0.03066608,-9.629779,0.99994445,-0.01054048,0.07008089,0.022661915,-2.4330213,0.36302018,-0.18996799,-0.4977161,0.029627673,1.0,0.1975,0.016381958,-0.10956438,-0.0012755102,-8.230578,0.0028307834,-2.0587409,-0.39930403
23.24,-0.012732161,-0.19528142,6.644067,0.99991894,-0.012731818,0.07013751,-0.018513843,1.8718139,0.43461823,0.14919588,0.3908932,0.028637035,1.0,0.1975,0.016137458,-0.14192766,-0.0020086307,5.4756885,-0.0032830231,1.5792578,-0.18996799
23.26,-0.015571065,-0.08576514,39.77988,0.99987876,-0.015570436,0.070071846,0.013072036,10.628156,0.44232637,1.048871,2.748042,0.0275535,1.0,0.1975,0.016250165,0.23783995,0.0031381128,33.575188,0.0996701,8.988698,0.14919588
23.28,-0.010813738,0.58575404,-7.2793474,0.9999415,-0.010813528,0.072065294,0.1928501,-1.802397,0.30164,0.18074101,0.47354144,0.02638278,1.0,0.1975,0.016280625,0.52736264,0.0029208392,-5.992464,0.17824161,-1.5128301,1.048871
23.3,-0.00026703926,0.46591344,-2.5403347,0.99999994,-0.00026703926,0.07562987,0.16259569,-0.6595563,0.25767627,0.23288183,0.61015034,0.02513058,1.0,0.1975,0.016009375,0.44619173,-0.001871543,-1.9646791,0.15726995,-0.5483077,0.18074101
23.32,0.008657108,0.42661896,-9.117891,0.9999625,0.008657,0.07877534,0.15162928,-2.4798558,0.19574896,0.03581938,0.093846776,0.02380261,1.0,0.1975,0.016668875,0.35345477,-0.004309317,-7.500693,0.13146695,-2.0887966,0.23288183
23.34,0.015726905,0.27660167,17.057652,0.9998763,0.015726257,0.08140474,0.109852396,4.3421354,0.13624789,0.6135178,1.6074166,0.022404581,1.0,0.1975,0.016138207,0.41666502,-0.008290816,14.650972,0.14526363,3.6785598,0.03581938
23.36,0.024062071,0.5696278,-8.77767,0.9997105,0.024059748,0.08431008,0.18342528,-2.5399268,0.0070250705,0.08423458,0.22069459,0.020942198,1.0,0.1975,0.016886791,0.49990025,-0.014532666,-7.065668,0.16280475,-2.136743,0.6135178
23.38,0.034063615,0.4283247,-29.00467,0.99941987,0.03405703,0.087565936,0.14069352,-7.970388,-0.06938006,-0.51805866,-1.3573136,0.019421171,1.0,0.1975,0.01628925,0.19376487,-0.006976564,-24.197924,0.07579116,-6.732955,0.08423458
23.4,0.037941515,-0.055644874,-4.610913,0.99928033,0.037932415,0.089081794,0.0060313414,-1.5882767,-0.02301643,-0.15097031,-0.3955422,0.017847208,1.0,0.1975,0.016741876,-0.09209042,0.0034093077,-3.7107923,-0.0069180783,-1.3446559,-0.51805866
23.42,0.036098402,-0.12986241,38.93364,0.9993485,0.036090564,0.08894343,-0.020862391,9.903039,-0.034338854,0.90504545,2.371219,0.01622602,1.0,0.1975,0.016502917,0.188278,-0.0071553737,33.13677,0.059824556,8.37459,-0.15097031
23.44,0.03986677,0.5328881,-18.58291,0.9992054,0.03985621,0.09013995,0.14663325,-5.280932,-0.19577989,-0.25014246,-0.6553732,0.014563311,1.0,0.1975,0.016877124,0.38349652,-0.016770983,-15.29437,0.103668556,-4.456098,0.90504545
23.46,0.047543492,0.22702289,-38.18449,0.99887,0.047525585,0.09221317,0.057517756,-10.530072,-0.23920168,-0.91918606,-2.4082673,0.012864794,1.0,0.1975,0.016259667,-0.0821892,0.0038444116,-31.983656,-0.02826872,-8.903259,-0.25014246
23.48,0.045897875,-0.4126649,-2.15334,0.9989469,0.045881763,0.09164778,-0.120551504,-1.0242292,-0.13704863,-0.3292429,-0.8626163,0.011136175,1.0,0.1975,0.01615146,-0.42928314,0.017869063,-1.7282225,-0.12894239,-0.8748983,-0.91918606
23.5,0.037304554,-0.44723013,0.27476072,0.9993043,0.037295904,0.089068875,-0.13804987,-0.30023512,-0.07905088,-0.289413,-0.75826204,0.009383164,1.0,0.1975,0.016124584,-0.44452685,0.014608764,0.26612866,-0.14054416,-0.2630725,-0.3292429
23.52,0.028408984,-0.44190744,-32.745888,0.9995965,0.028405163,0.08625793,-0.14331144,-8.911765,-0.043678544,-1.124466,-2.9461007,0.007611469,1.0,0.1975,0.016446916,-0.70878863,0.015115392,-27.76279,-0.21598515,-7.5485067,-0.289413
23.54,0.014229546,-0.99717593,8.667067,0.9998988,0.014229066,0.081938125,-0.29428503,2.1284475,0.13163505,-0.33499444,-0.87768537,0.005826798,1.0,0.1975,0.016929,-0.92826,0.00458989,7.0229406,-0.27707067,1.7806137,-1.124466
23.56,-0.0043348027,-0.8567273,4.4975724,0.9999906,-0.0043347892,0.07639711,-0.25867534,1.2144315,0.23087445,-0.35352674,-0.92624,0.00403486,1.0,0.1975,0.016370792,-0.8219646,-0.010320308,3.4382837,-0.2488709,1.0097742,-0.33499444
23.58,-0.020775951,-0.78796005,-0.6677926,0.9997842,-0.020774458,0.07141958,-0.23847939,0.016484343,0.3136431,-0.42788965,-1.1210709,0.0022413642,1.0,0.1975,0.016652416,-0.79541564,-0.022860838,-1.0035166,-0.23842803,-0.0021285822,-0.35352674
23.6,-0.036691368,-0.80803084,12.789111,0.99932694,-0.036683135,0.06665091,-0.23852196,3.7184072,0.42692196,-0.06833103,-0.1790273,0.00045201855,1.0,0.1975,0.017113041,-0.70601296,-0.030913241,10.291174,-0.20830974,3.128232,-0.42788965
23.62,-0.050825596,-0.60220265,22.883497,0.99870867,-0.050803717,0.062484622,-0.17595589,6.5240355,0.5528841,0.3190096,0.8358051,-0.0013274684,1.0,0.1975,0.016331665,-0.41799873,-0.023018003,18.844402,-0.12287177,5.5061336,-0.06833103
23.64,-0.059197657,-0.22534192,4.222084,0.99824834,-0.059163086,0.060027365,-0.065841205,1.6918905,0.620904,0.057174146,0.14979626,-0.003091388,1.0,0.1975,0.016204333,-0.19292353,-0.01180741,3.1448696,-0.052078366,1.4264429,0.3190096
23.66,-0.063063435,-0.16244309,43.2388,0.9980122,-0.063021645,0.058985773,-0.037311696,12.026003,0.6734798,1.1041083,2.8927636,-0.0048340317,1.0,0.1975,0.016509417,0.18738936,0.011479592,36.20857,0.060678188,10.171226,0.057174146
23.68,-0.059308536,0.5617448,-25.980528,0.9982418,-0.059273772,0.060199365,0.16611746,-6.2629023,0.60441995,-0.2853648,-0.74765575,-0.0065496904,1.0,0.1975,0.016346168,0.34864977,0.019478353,-22.133966,0.11512932,-5.288319,1.1041083
23.7,-0.05232449,0.119055316,13.403851,0.99863136,-0.052300617,0.062502004,0.060348663,4.0500255,0.6740166,0.5121038,1.3417119,-0.008232657,1.0,0.1975,0.016765041,0.22668023,0.011358488,11.10637,0.09337558,3.4291563,-0.2853648
23.72,-0.047785524,0.34116662,34.55459,0.9988585,-0.04776734,0.06436938,0.12892681,9.583877,0.674765,1.1679075,3.0599174,-0.009877221,1.0,0.1975,0.016182916,0.62162066,0.025849942,29.14924,0.20707223,8.116049,0.5121038
23.74,-0.035342,0.9241648,-9.526818,0.9993755,-0.035334643,0.06851092,0.2912515,-2.1499925,0.55137354,0.33236486,0.8707959,-0.011477674,1.0,0.1975,0.016397918,0.84701884,0.022765473,-7.904042,0.27382454,-1.80056,1.1679075
23.76,-0.018394915,0.7660803,21.225441,0.99983084,-0.018393878,0.073987536,0.2552395,5.7819347,0.5227349,1.0250137,2.6855357,-0.01302831,1.0,0.1975,0.016089333,0.94014704,0.008454725,18.187538,0.30243823,4.906843,0.33236486
23.78,0.00040949395,1.1298394,-25.57844,0.99999994,0.00040949395,0.08003644,0.3533786,-6.723235,0.37034753,-0.002343148,-0.0061390474,-0.014523418,1.0,0.1975,0.017004292,0.923789,-0.008914521,-21.209162,0.29873928,-5.6645184,1.0250137
23.8,0.018885057,0.7056869,10.403224,0.99982166,0.018883934,0.08601079,0.24009643,2.5649893,0.3257539,0.6793136,1.7798016,-0.01595729,1.0,0.1975,0.017664375,0.79230464,-0.02124559,9.204111,0.26106945,2.183807,-0.002343148
23.82,0.034737375,0.88977337,-21.945902,0.99939674,0.03473039,0.0912323,0.28377357,-6.1105337,0.17451231,-0.07866751,-0.20610885,-0.017324217,1.0,0.1975,0.016505126,0.7132911,-0.029888066,-18.02261,0.23407921,-5.1496296,0.6793136
23.84,0.049016163,0.5293129,5.289774,0.99879897,0.048996538,0.09591399,0.18077862,0.9211255,0.10846074,0.40601695,1.0637643,-0.01861849,1.0,0.1975,0.016360417,0.57425356,-0.031482454,4.975354,0.18833967,0.78994983,-0.07866751
23.86,0.06051881,0.62882227,-18.738333,0.9981693,0.060481872,0.09968087,0.19657798,-5.528727,-0.0050255433,-0.18822008,-0.49313658,-0.019834403,1.0,0.1975,0.015939709,0.47839195,-0.031288747,-15.266118,0.15160869,-4.663625,0.40601695
23.88,0.07010643,0.32352203,-0.22587661,0.9975436,0.07004902,0.102712825,0.10331225,-0.7437816,-0.075561605,0.09962527,0.2610182,-0.020966247,1.0,0.1975,0.016156167,0.32372403,-0.02379065,0.34242085,0.09728559,-0.6224132,-0.18822008
23.9,0.07659853,0.3303706,-12.864674,0.99706775,0.07652365,0.10465858,0.0908637,-4.1457443,-0.1776473,-0.25199938,-0.6602383,-0.02200831,1.0,0.1975,0.016597833,0.2279263,-0.018015092,-10.323174,0.05711447,-3.5001996,0.09962527
23.92,0.081171386,0.12390238,-38.30305,0.99670744,0.08108228,0.1058009,0.020858098,-10.916027,-0.24000819,-1.0324011,-2.7048907,-0.022954885,1.0,0.1975,0.016492166,-0.18499257,0.014701149,-31.943258,-0.068096004,-9.234019,-0.25199938
23.94,0.077459775,-0.5149774,23.500296,0.99700147,0.07738234,0.104438946,-0.16382651,5.4381046,-0.16201848,0.2061817,0.54019606,-0.023800265,1.0,0.1975,0.016438043,-0.32110158,0.023882331,20.160301,-0.119562544,4.5925884,-1.0324011
23.96,0.07102046,-0.11180058,-8.694849,0.9974791,0.070960775,0.10204787,-0.0719814,-2.9949455,-0.2318771,-0.43653098,-1.1437111,-0.02453874,1.0,0.1975,0.016262125,-0.18025932,0.012498808,-7.005981,-0.0964016,-2.5362105,0.2061817
23.98,0.06740654,-0.2519234,19.768929,0.99772906,0.067355506,0.10011979,-0.12270677,4.551732,-0.2586475,0.19799733,0.518753,-0.025164604,1.0,0.1975,0.01620121,-0.08893145,0.005921586,17.037683,-0.08563464,3.8463864,-0.43653098
24.0,0.06562393,0.08883807,-2.6315413,0.9978475,0.06557684,0.09840706,-0.045777284,-1.3378686,-0.34203398,-0.22799006,-0.5973339,-0.025672143,1.0,0.1975,0.015713166,0.069500774,-0.004616274,-1.816448,-0.056668565,-1.1298391,0.19799733
24.02,0.06701704,0.05250828,-2.0050862,0.99775517,0.066966884,0.09727366,-0.06837458,-1.1868516,-0.41213584,-0.25496203,-0.66800046,-0.026055655,1.0,0.1975,0.01545775,0.038309637,-0.0025838022,-1.2925463,-0.078038946,-1.0028386,-0.22799006
24.04,0.067784995,0.026656762,1.3112302,0.9977035,0.067733094,0.09571285,-0.08843181,-0.31951696,-0.46252468,-0.20823827,-0.54558426,-0.026309427,1.0,0.1975,0.015945666,0.039464116,-0.0026943253,1.511239,-0.09103891,-0.2696013,-0.25496203
24.06,0.06857605,0.056879353,4.3823795,0.9976496,0.06852232,0.0938922,-0.09382345,0.4837873,-0.5311418,-0.14095294,-0.3692967,-0.026427751,1.0,0.1975,0.016463459,0.094673105,-0.006595103,4.129728,-0.08987169,0.41065356,-0.20823827
24.08,0.07047415,0.13947581,-29.120003,0.9975177,0.070415825,0.09209473,-0.08561019,-8.377813,-0.6373284,-0.9790044,-2.5649915,-0.02645537,1.0,0.1975,0.016360626,-0.09518197,0.0066278847,-24.21225,-0.1538696,-7.085191,-0.14095294
24.1,0.06856585,-0.34478027,29.369154,0.99765027,0.06851214,0.089017265,-0.22731726,7.0733776,-0.61986494,0.24986541,0.65464735,-0.02655689,1.0,0.1975,0.016273707,-0.10361807,0.0070093456,25.14359,-0.1696991,5.9783034,-0.9790044
24.12,0.06648871,0.15810303,13.704882,0.99779046,0.06643973,0.085623205,-0.10774845,2.9660325,-0.7719295,0.07302934,0.19133686,-0.026742382,1.0,0.1975,0.016246667,0.27164736,-0.018833453,12.05597,-0.083565064,2.5127082,0.24986541
24.14,0.071934305,0.39920497,-51.21906,0.9974138,0.07187229,0.083952025,-0.057497926,-14.22373,-0.92640686,-1.4905325,-3.905195,-0.02700826,1.0,0.1975,0.017172875,-0.015163074,0.0010907401,-42.815887,-0.17336434,-12.025075,0.07302934
24.16,0.071630254,-0.4571324,13.8117895,0.9974356,0.07156902,0.08048466,-0.29800493,2.9358902,-0.8844738,-0.27758086,-0.72726184,-0.02735094,1.0,0.1975,0.016894124,-0.34240335,0.023388328,11.934034,-0.2741177,2.4754858,-1.4905325
24.18,0.064766064,-0.21844625,-22.449224,0.9979034,0.064720795,0.07500218,-0.24849407,-6.56348,-0.98621106,-1.0996037,-2.8809614,-0.027766833,1.0,0.1975,0.016532,-0.39919353,0.024288338,-18.743637,-0.30200797,-5.5581675,-0.27758086
24.2,0.056767225,-0.5933276,-11.01108,0.9983892,0.05673674,0.06896188,-0.35965997,-3.4703948,-0.9874704,-1.0024645,-2.626457,-0.028252352,1.0,0.1975,0.017168416,-0.6818159,0.034078445,-9.249109,-0.3880415,-2.948918,-1.0996037
24.22,0.043114766,-0.77829635,-5.3590693,0.9990707,0.04310141,0.061201613,-0.41863406,-1.847087,-0.93310416,-0.95036864,-2.4899657,-0.028803913,1.0,0.1975,0.017178,-0.8217944,0.02868408,-4.60922,-0.43376547,-1.5785661,-1.0024645
24.24,0.026668308,-0.87048286,31.292747,0.9996444,0.026665147,0.052526105,-0.4502061,7.9690075,-0.8571908,-0.06047988,-0.15845728,-0.029417925,1.0,0.1975,0.015654959,-0.61621165,0.012638875,26.317635,-0.38534826,6.7243137,-0.95036864
24.26,0.014341123,-0.34411812,-14.2953825,0.9998972,0.014340632,0.044818964,-0.31571674,-3.9105413,-0.8759842,-0.9541894,-2.4999762,-0.030090805,1.0,0.1975,0.015844,-0.46092725,0.004485147,-12.167885,-0.34761602,-3.3151076,-0.06047988
24.28,0.0051218984,-0.5874814,-25.336683,0.9999869,0.005121876,0.037866484,-0.3820204,-6.730875,-0.78854567,-1.3437225,-3.5205526,-0.030818965,1.0,0.1975,0.016377084,-0.7952007,-0.0022502383,-21.673344,-0.43696883,-5.706101,-0.9541894
24.3,-0.010781194,-1.0209168,1.0148032,0.9999419,-0.0107809855,0.029127741,-0.49613416,0.35815978,-0.5997734,-0.86666125,-2.2706523,-0.031598818,1.0,0.1975,0.01676246,-1.0149323,-0.02124857,0.38559747,-0.49331772,0.28234372,-1.3437225
24.32,-0.031085104,-1.0132047,16.921957,0.9995169,-0.031080097,0.01926116,-0.49048716,4.748564,-0.43703172,-0.42957956,-1.1254984,-0.032426775,1.0,0.1975,0.015644291,-0.877741,-0.035013948,13.739382,-0.45189908,3.99526,-0.86666125
24.34,-0.04865451,-0.7384108,35.09953,0.9988166,-0.04863532,0.010222972,-0.41058013,9.720749,-0.3282564,0.19853845,0.52017075,-0.033299256,1.0,0.1975,0.01603075,-0.45482257,-0.024222773,29.14328,-0.33144873,8.206367,-0.42957956
24.36,-0.057764098,-0.15553181,18.77507,0.99833214,-0.05773198,0.0035938465,-0.24644904,5.517392,-0.29236847,0.09594005,0.25136292,-0.034212667,1.0,0.1975,0.01573425,-0.0046241656,-0.00026824034,15.512494,-0.20151757,4.6647277,0.19853845
24.38,-0.057856727,0.15469557,-18.888287,0.9983268,-0.057824455,-0.00043621275,-0.15316124,-4.411789,-0.26786917,-0.6889829,-1.8051351,-0.035163425,1.0,0.1975,0.016256291,-0.00080911454,-4.7682624e-05,-16.273537,-0.18909574,-3.7295232,0.09594005
24.4,-0.057872936,-0.17078261,-12.317269,0.9983258,-0.057840638,-0.004218214,-0.22775342,-2.6831079,-0.16411,-0.658653,-1.7256708,-0.03614794,1.0,0.1975,0.015783,-0.2728925,-0.016557792,-10.835041,-0.24963255,-2.2733176,-0.6889829
24.42,-0.06334096,-0.3874884,3.4060464,0.99799466,-0.06329861,-0.00921098,-0.2732208,1.5152858,0.00034137815,-0.3364458,-0.88148797,-0.037162628,1.0,0.1975,0.015987832,-0.3617528,-0.024264496,2.3637364,-0.2609108,1.2736692,-0.658653
24.44,-0.07059245,-0.34021258,-10.044212,0.99750936,-0.070533834,-0.014429315,-0.24774684,-1.9628779,0.08134772,-0.6228894,-1.6319702,-0.038203906,1.0,0.1975,0.017335583,-0.42390132,-0.0317835,-9.050417,-0.2637996,-1.6675436,-0.3364458
24.46,-0.07909369,-0.5212078,34.950912,0.99687374,-0.07901125,-0.019704925,-0.2810953,10.002529,0.19668344,0.46982506,1.2309417,-0.03926818,1.0,0.1975,0.016398625,-0.23915146,-0.019531995,28.936415,-0.19963858,8.450586,-0.6228894
24.48,-0.083892755,0.05753377,48.40101,0.9964831,-0.083794385,-0.023697788,-0.112079695,13.616347,0.1778197,1.1271114,2.9530318,-0.040351868,1.0,0.1975,0.016053082,0.4483109,0.035666604,40.572464,-0.001083569,11.524625,0.46982506
24.5,-0.07489797,0.8690016,2.4035974,0.99719644,-0.07482796,-0.02371946,0.11841809,1.3835322,0.016896307,0.36690038,0.961279,-0.04145138,1.0,0.1975,0.016562374,0.88615793,0.058587044,1.9599288,0.12978922,1.188223,1.1271114
24.52,-0.057135478,0.9082011,-4.652351,0.9983682,-0.057104398,-0.021123616,0.1421831,-0.6527761,-0.07356192,0.21003152,0.5502826,-0.04256313,1.0,0.1975,0.016555209,0.86935765,0.04213654,-3.9059043,0.13695866,-0.53441197,0.36690038
24.54,-0.039727297,0.8300812,-7.8560534,0.99921095,-0.039716847,-0.01838438,0.13149461,-1.6683775,-0.16917574,0.08884102,0.23276347,-0.043683533,1.0,0.1975,0.016422542,0.7662073,0.024576776,-6.5518656,0.11799725,-1.3951013,0.21003152
24.56,-0.024396231,0.6990534,-22.018866,0.99970245,-0.024393812,-0.016024606,0.10359461,-5.5504785,-0.24009214,-0.338677,-0.8873337,-0.044809002,1.0,0.1975,0.0163565,0.52015024,0.00998355,-18.514112,0.05843715,-4.6814413,0.08884102
24.58,-0.013991025,0.32876268,-0.24194078,0.9999021,-0.013990569,-0.0148558365,0.009963642,0.07832747,-0.24760605,0.029193565,0.07648714,-0.04593595,1.0,0.1975,0.016487334,0.3270341,0.0035046728,-0.15218654,0.010639046,0.07300545,-0.338677
